id_appointment,id_cust,id_pegawai,pelayanan,tanggal,cara_pembayaran,total
APT10363,CUST10363,PGW002,Hair Spa,2024-11-04,Cash,120000
APT10364,CUST10364,PGW019,Hair Coloring,2024-11-29,Debit,200000
APT10365,CUST10365,PGW030,Pedicure,2025-05-22,Cash,70000
APT10366,CUST10366,PGW006,Potong Rambut,2024-10-21,E-Wallet,50000
APT10367,CUST10367,PGW022,Smoothing,2024-12-20,Debit,250000
APT10368,CUST10368,PGW025,Hair Coloring,2025-01-12,Cash,200000
APT10369,CUST10369,PGW003,Eyelash Extension,2024-06-16,Credit Card,150000
APT10370,CUST10370,PGW026,Cuci Blow,2025-05-02,Cash,40000
APT10371,CUST10371,PGW014,Creambath,2024-06-28,Debit,75000
APT10372,CUST10372,PGW026,Potong Rambut,2024-10-26,Debit,50000
APT10373,CUST10373,PGW007,Pedicure,2025-03-10,E-Wallet,70000
APT10374,CUST10374,PGW007,Cuci Blow,2024-06-27,Cash,40000
APT10375,CUST10375,PGW021,Cuci Blow,2024-10-31,Cash,40000
APT10376,CUST10376,PGW023,Potong Rambut,2025-02-16,Cash,50000
APT10377,CUST10377,PGW001,Facial,2024-07-08,Cash,100000
APT10378,CUST10378,PGW019,Hair Spa,2024-10-17,Debit,120000
APT10379,CUST10379,PGW009,Eyelash Extension,2025-01-21,E-Wallet,150000
APT10380,CUST10380,PGW016,Eyelash Extension,2024-12-28,Debit,150000
APT10381,CUST10381,PGW020,Smoothing,2025-03-22,E-Wallet,250000
APT10382,CUST10382,PGW012,Hair Coloring,2024-09-18,E-Wallet,200000
APT10383,CUST10383,PGW013,Manicure,2025-02-04,Credit Card,60000
APT10384,CUST10384,PGW026,Potong Rambut,2024-07-21,Cash,50000
APT10385,CUST10385,PGW019,Smoothing,2025-03-02,Cash,250000
APT10386,CUST10386,PGW024,Manicure,2025-01-11,Credit Card,60000
APT10387,CUST10387,PGW027,Pedicure,2024-09-02,Credit Card,70000
APT10388,CUST10388,PGW014,Smoothing,2024-09-01,E-Wallet,250000
APT10389,CUST10389,PGW027,Manicure,2024-07-15,E-Wallet,60000
APT10390,CUST10390,PGW006,Hair Spa,2024-09-19,Credit Card,120000
APT10391,CUST10391,PGW030,Hair Coloring,2024-11-30,Credit Card,200000
APT10392,CUST10392,PGW013,Facial,2024-10-16,E-Wallet,100000
APT10393,CUST10393,PGW008,Smoothing,2025-01-25,Debit,250000
APT10394,CUST10394,PGW019,Pedicure,2024-09-12,Debit,70000
APT10395,CUST10395,PGW004,Hair Coloring,2024-07-01,Debit,200000
APT10396,CUST10396,PGW004,Hair Spa,2024-06-23,Credit Card,120000
APT10397,CUST10397,PGW020,Manicure,2024-10-08,Cash,60000
APT10398,CUST10398,PGW006,Hair Coloring,2025-04-29,E-Wallet,200000
APT10399,CUST10399,PGW019,Smoothing,2024-12-07,E-Wallet,250000
APT10400,CUST10400,PGW020,Facial,2024-07-25,Debit,100000
APT10401,CUST10401,PGW005,Hair Spa,2024-12-24,Cash,120000
APT10402,CUST10402,PGW003,Potong Rambut,2024-12-10,Cash,50000
APT10403,CUST10403,PGW015,Potong Rambut,2025-03-29,Debit,50000
APT10404,CUST10404,PGW028,Potong Rambut,2024-06-08,Debit,50000
APT10405,CUST10405,PGW025,Eyelash Extension,2025-04-06,Credit Card,150000
APT10406,CUST10406,PGW003,Cuci Blow,2025-05-15,Cash,40000
APT10407,CUST10407,PGW007,Creambath,2024-12-26,E-Wallet,75000
APT10408,CUST10408,PGW007,Potong Rambut,2025-05-19,E-Wallet,50000
APT10409,CUST10409,PGW025,Cuci Blow,2025-02-27,Debit,40000
APT10410,CUST10410,PGW016,Eyelash Extension,2024-11-06,Cash,150000
APT10411,CUST10411,PGW009,Hair Spa,2024-11-26,E-Wallet,120000
APT10412,CUST10412,PGW019,Facial,2025-02-07,Cash,100000
APT10413,CUST10413,PGW021,Creambath,2024-08-28,Credit Card,75000
APT10414,CUST10414,PGW002,Facial,2025-04-11,Credit Card,100000
APT10415,CUST10415,PGW014,Hair Spa,2024-11-03,Debit,120000
APT10416,CUST10416,PGW010,Potong Rambut,2025-03-29,Credit Card,50000
APT10417,CUST10417,PGW006,Manicure,2024-07-15,E-Wallet,60000
APT10418,CUST10418,PGW021,Manicure,2025-01-24,Cash,60000
APT10419,CUST10419,PGW030,Hair Coloring,2025-05-12,Cash,200000
APT10420,CUST10420,PGW023,Creambath,2024-08-01,Debit,75000
APT10421,CUST10421,PGW028,Pedicure,2025-05-16,Credit Card,70000
APT10422,CUST10422,PGW014,Eyelash Extension,2024-10-07,E-Wallet,150000
APT10423,CUST10423,PGW001,Smoothing,2024-07-03,Debit,250000
APT10424,CUST10424,PGW008,Cuci Blow,2024-11-03,Cash,40000
APT10425,CUST10425,PGW009,Pedicure,2025-04-28,Debit,70000
APT10426,CUST10426,PGW029,Creambath,2025-01-30,Credit Card,75000
APT10427,CUST10427,PGW004,Eyelash Extension,2024-11-21,Debit,150000
APT10428,CUST10428,PGW008,Eyelash Extension,2024-08-22,Credit Card,150000
APT10429,CUST10429,PGW018,Facial,2024-09-03,E-Wallet,100000
APT10430,CUST10430,PGW018,Creambath,2024-07-23,Credit Card,75000
APT10431,CUST10431,PGW026,Pedicure,2025-01-27,Credit Card,70000
APT10432,CUST10432,PGW018,Eyelash Extension,2025-03-14,Debit,150000
APT10433,CUST10433,PGW004,Facial,2025-05-15,Debit,100000
APT10434,CUST10434,PGW003,Creambath,2024-10-31,Cash,75000
APT10435,CUST10435,PGW007,Hair Spa,2025-04-26,E-Wallet,120000
APT10436,CUST10436,PGW015,Hair Spa,2024-06-12,E-Wallet,120000
APT10437,CUST10437,PGW027,Smoothing,2024-07-12,Cash,250000
APT10438,CUST10438,PGW013,Eyelash Extension,2024-09-05,E-Wallet,150000
APT10439,CUST10439,PGW006,Hair Spa,2024-07-27,Cash,120000
APT10440,CUST10440,PGW019,Pedicure,2025-03-09,Credit Card,70000
APT10441,CUST10441,PGW003,Hair Spa,2024-06-29,Debit,120000
APT10442,CUST10442,PGW018,Smoothing,2024-09-21,Debit,250000
APT10443,CUST10443,PGW019,Pedicure,2024-09-18,Cash,70000
APT10444,CUST10444,PGW008,Pedicure,2025-04-06,Credit Card,70000
APT10445,CUST10445,PGW021,Pedicure,2025-02-03,Debit,70000
APT10446,CUST10446,PGW021,Creambath,2024-08-08,E-Wallet,75000
APT10447,CUST10447,PGW025,Potong Rambut,2025-04-26,Debit,50000
APT10448,CUST10448,PGW016,Facial,2024-06-10,Credit Card,100000
APT10449,CUST10449,PGW025,Pedicure,2025-05-15,Credit Card,70000
APT10450,CUST10450,PGW012,Pedicure,2024-06-18,E-Wallet,70000
APT10451,CUST10451,PGW015,Manicure,2024-07-05,Credit Card,60000
APT10452,CUST10452,PGW025,Cuci Blow,2025-02-27,Debit,40000
APT10453,CUST10453,PGW028,Manicure,2024-11-01,Debit,60000
APT10454,CUST10454,PGW020,Hair Spa,2024-10-08,Cash,120000
APT10455,CUST10455,PGW018,Creambath,2024-06-30,E-Wallet,75000
APT10456,CUST10456,PGW017,Potong Rambut,2024-11-17,Cash,50000
APT10457,CUST10457,PGW001,Potong Rambut,2024-08-24,Debit,50000
APT10458,CUST10458,PGW022,Hair Coloring,2024-06-04,Credit Card,200000
APT10459,CUST10459,PGW030,Hair Spa,2024-11-08,Credit Card,120000
APT10460,CUST10460,PGW030,Manicure,2024-09-03,Cash,60000
APT10461,CUST10461,PGW027,Eyelash Extension,2024-10-22,E-Wallet,150000
APT10462,CUST10462,PGW013,Cuci Blow,2024-08-22,Cash,40000
APT10463,CUST10463,PGW014,Creambath,2024-10-09,Cash,75000
APT10464,CUST10464,PGW009,Eyelash Extension,2024-12-30,Cash,150000
APT10465,CUST10465,PGW004,Facial,2024-06-18,Credit Card,100000
APT10466,CUST10466,PGW018,Cuci Blow,2024-09-24,Debit,40000
APT10467,CUST10467,PGW019,Hair Coloring,2025-02-13,Cash,200000
APT10468,CUST10468,PGW014,Cuci Blow,2024-10-21,Cash,40000
APT10469,CUST10469,PGW027,Pedicure,2024-11-29,Credit Card,70000
APT10470,CUST10470,PGW023,Hair Coloring,2024-07-21,Debit,200000
APT10471,CUST10471,PGW021,Eyelash Extension,2025-04-07,E-Wallet,150000
APT10472,CUST10472,PGW028,Smoothing,2025-02-22,Debit,250000
APT10473,CUST10473,PGW004,Facial,2024-09-05,Credit Card,100000
APT10474,CUST10474,PGW022,Eyelash Extension,2024-06-27,Cash,150000
APT10475,CUST10475,PGW020,Smoothing,2025-03-05,E-Wallet,250000
APT10476,CUST10476,PGW007,Creambath,2025-05-23,Debit,75000
APT10477,CUST10477,PGW019,Creambath,2025-03-15,Cash,75000
APT10478,CUST10478,PGW012,Manicure,2024-10-02,Debit,60000
APT10479,CUST10479,PGW016,Facial,2024-09-07,Debit,100000
APT10480,CUST10480,PGW016,Cuci Blow,2024-11-19,E-Wallet,40000
APT10481,CUST10481,PGW003,Manicure,2024-06-16,Credit Card,60000
APT10482,CUST10482,PGW012,Creambath,2024-07-02,Credit Card,75000
APT10483,CUST10483,PGW023,Hair Coloring,2025-04-22,Credit Card,200000
APT10484,CUST10484,PGW019,Facial,2024-11-01,Cash,100000
APT10485,CUST10485,PGW021,Cuci Blow,2024-10-22,Cash,40000
APT10486,CUST10486,PGW003,Pedicure,2025-03-23,E-Wallet,70000
APT10487,CUST10487,PGW006,Smoothing,2024-09-03,Cash,250000
APT10488,CUST10488,PGW009,Pedicure,2024-08-04,Cash,70000
APT10489,CUST10489,PGW029,Eyelash Extension,2024-11-11,Cash,150000
APT10490,CUST10490,PGW017,Manicure,2024-09-15,E-Wallet,60000
APT10491,CUST10491,PGW012,Potong Rambut,2024-10-15,E-Wallet,50000
APT10492,CUST10492,PGW029,Facial,2024-12-26,E-Wallet,100000
APT10493,CUST10493,PGW014,Cuci Blow,2024-06-27,E-Wallet,40000
APT10494,CUST10494,PGW015,Eyelash Extension,2024-07-21,Cash,150000
APT10495,CUST10495,PGW008,Potong Rambut,2025-04-12,Cash,50000
APT10496,CUST10496,PGW025,Hair Coloring,2025-04-09,Cash,200000
APT10497,CUST10497,PGW017,Facial,2024-07-11,E-Wallet,100000
APT10498,CUST10498,PGW002,Smoothing,2024-07-10,Cash,250000
APT10499,CUST10499,PGW028,Hair Spa,2024-07-29,E-Wallet,120000
APT10500,CUST10500,PGW007,Manicure,2024-11-09,E-Wallet,60000
APT10501,CUST10501,PGW006,Eyelash Extension,2025-02-22,Debit,150000
APT10502,CUST10502,PGW024,Eyelash Extension,2024-09-18,Debit,150000
APT10503,CUST10503,PGW014,Creambath,2025-03-05,E-Wallet,75000
APT10504,CUST10504,PGW022,Cuci Blow,2025-04-01,E-Wallet,40000
APT10505,CUST10505,PGW007,Facial,2024-06-11,E-Wallet,100000
APT10506,CUST10506,PGW026,Hair Spa,2024-07-10,Credit Card,120000
APT10507,CUST10507,PGW016,Creambath,2024-08-26,E-Wallet,75000
APT10508,CUST10508,PGW025,Creambath,2025-04-20,E-Wallet,75000
APT10509,CUST10509,PGW022,Manicure,2025-04-24,Cash,60000
APT10510,CUST10510,PGW008,Cuci Blow,2024-10-31,Debit,40000
APT10511,CUST10511,PGW018,Smoothing,2024-08-24,E-Wallet,250000
APT10512,CUST10512,PGW014,Creambath,2024-08-11,Cash,75000
APT10513,CUST10513,PGW001,Facial,2024-08-17,Debit,100000
APT10514,CUST10514,PGW006,Hair Coloring,2025-02-18,Debit,200000
APT10515,CUST10515,PGW014,Eyelash Extension,2025-02-11,Cash,150000
APT10516,CUST10516,PGW021,Facial,2025-01-30,Credit Card,100000
APT10517,CUST10517,PGW025,Creambath,2024-08-03,Debit,75000
APT10518,CUST10518,PGW005,Hair Coloring,2024-05-30,E-Wallet,200000
APT10519,CUST10519,PGW003,Potong Rambut,2025-01-18,Debit,50000
APT10520,CUST10520,PGW010,Cuci Blow,2025-05-11,Cash,40000
APT10521,CUST10521,PGW002,Manicure,2025-03-29,Cash,60000
APT10522,CUST10522,PGW017,Cuci Blow,2025-03-27,Cash,40000
APT10523,CUST10523,PGW015,Creambath,2024-12-06,E-Wallet,75000
APT10524,CUST10524,PGW003,Eyelash Extension,2024-10-03,Cash,150000
APT10525,CUST10525,PGW007,Facial,2024-11-19,Credit Card,100000
APT10526,CUST10526,PGW026,Pedicure,2024-11-15,Cash,70000
APT10527,CUST10527,PGW005,Manicure,2024-07-20,Cash,60000
APT10528,CUST10528,PGW025,Hair Coloring,2024-06-04,Debit,200000
APT10529,CUST10529,PGW003,Cuci Blow,2024-06-11,Credit Card,40000
APT10530,CUST10530,PGW028,Hair Coloring,2024-06-22,Credit Card,200000
APT10531,CUST10531,PGW007,Hair Spa,2024-08-10,E-Wallet,120000
APT10532,CUST10532,PGW005,Manicure,2025-05-22,E-Wallet,60000
APT10533,CUST10533,PGW002,Creambath,2025-02-06,Cash,75000
APT10534,CUST10534,PGW009,Facial,2024-12-24,Cash,100000
APT10535,CUST10535,PGW005,Facial,2024-06-22,Cash,100000
APT10536,CUST10536,PGW012,Cuci Blow,2024-08-05,Credit Card,40000
APT10537,CUST10537,PGW005,Hair Coloring,2025-02-05,Debit,200000
APT10538,CUST10538,PGW028,Eyelash Extension,2024-07-30,E-Wallet,150000
APT10539,CUST10539,PGW016,Facial,2024-08-15,Cash,100000
APT10540,CUST10540,PGW023,Cuci Blow,2025-05-04,Credit Card,40000
APT10541,CUST10541,PGW016,Manicure,2025-02-11,Debit,60000
APT10542,CUST10542,PGW010,Facial,2024-07-11,Credit Card,100000
APT10543,CUST10543,PGW003,Creambath,2025-04-18,Cash,75000
APT10544,CUST10544,PGW025,Smoothing,2025-02-08,Debit,250000
APT10545,CUST10545,PGW012,Creambath,2024-08-07,Debit,75000
APT10546,CUST10546,PGW030,Manicure,2024-11-21,Credit Card,60000
APT10547,CUST10547,PGW004,Pedicure,2025-03-16,Debit,70000
APT10548,CUST10548,PGW018,Cuci Blow,2025-04-27,Cash,40000
APT10549,CUST10549,PGW014,Facial,2025-02-21,Credit Card,100000
APT10550,CUST10550,PGW030,Pedicure,2025-05-23,E-Wallet,70000
APT10551,CUST10551,PGW020,Smoothing,2024-11-07,Cash,250000
APT10552,CUST10552,PGW020,Eyelash Extension,2024-07-02,Cash,150000
APT10553,CUST10553,PGW025,Manicure,2024-10-01,Credit Card,60000
APT10554,CUST10554,PGW015,Cuci Blow,2024-07-03,E-Wallet,40000
APT10555,CUST10555,PGW010,Creambath,2025-02-07,E-Wallet,75000
APT10556,CUST10556,PGW017,Cuci Blow,2024-12-04,E-Wallet,40000
APT10557,CUST10557,PGW016,Potong Rambut,2024-11-27,Cash,50000
APT10558,CUST10558,PGW004,Creambath,2024-10-15,Credit Card,75000
APT10559,CUST10559,PGW023,Manicure,2024-10-17,E-Wallet,60000
APT10560,CUST10560,PGW024,Facial,2024-09-20,Cash,100000
APT10561,CUST10561,PGW017,Hair Coloring,2025-05-23,Debit,200000
APT10562,CUST10562,PGW009,Facial,2024-07-23,Debit,100000
APT10563,CUST10563,PGW015,Hair Spa,2024-06-21,Credit Card,120000
APT10564,CUST10564,PGW019,Creambath,2024-06-13,Debit,75000
APT10565,CUST10565,PGW020,Facial,2024-12-25,Debit,100000
APT10566,CUST10566,PGW011,Hair Spa,2025-01-13,Credit Card,120000
APT10567,CUST10567,PGW030,Pedicure,2024-10-30,E-Wallet,70000
APT10568,CUST10568,PGW003,Creambath,2024-11-28,Debit,75000
APT10569,CUST10569,PGW030,Smoothing,2025-01-10,Credit Card,250000
APT10570,CUST10570,PGW025,Smoothing,2025-05-24,Debit,250000
APT10571,CUST10571,PGW018,Manicure,2025-03-13,Credit Card,60000
APT10572,CUST10572,PGW009,Manicure,2024-08-29,Debit,60000
APT10573,CUST10573,PGW009,Potong Rambut,2024-06-18,Credit Card,50000
APT10574,CUST10574,PGW020,Creambath,2025-05-09,Cash,75000
APT10575,CUST10575,PGW022,Potong Rambut,2025-02-10,E-Wallet,50000
APT10576,CUST10576,PGW011,Smoothing,2024-06-05,Credit Card,250000
APT10577,CUST10577,PGW028,Facial,2025-04-23,Debit,100000
APT10578,CUST10578,PGW023,Manicure,2024-12-11,E-Wallet,60000
APT10579,CUST10579,PGW022,Smoothing,2024-06-23,Debit,250000
APT10580,CUST10580,PGW020,Pedicure,2024-10-04,Credit Card,70000
APT10581,CUST10581,PGW023,Cuci Blow,2024-06-30,E-Wallet,40000
APT10582,CUST10582,PGW017,Smoothing,2025-03-14,Cash,250000
APT10583,CUST10583,PGW021,Potong Rambut,2024-11-10,Credit Card,50000
APT10584,CUST10584,PGW024,Smoothing,2024-12-27,Cash,250000
APT10585,CUST10585,PGW005,Eyelash Extension,2024-07-30,E-Wallet,150000
APT10586,CUST10586,PGW021,Smoothing,2024-10-26,Credit Card,250000
APT10587,CUST10587,PGW019,Hair Spa,2025-01-02,E-Wallet,120000
APT10588,CUST10588,PGW019,Hair Coloring,2025-03-19,E-Wallet,200000
APT10589,CUST10589,PGW009,Hair Spa,2024-10-01,Credit Card,120000
APT10590,CUST10590,PGW029,Potong Rambut,2025-02-24,E-Wallet,50000
APT10591,CUST10591,PGW013,Eyelash Extension,2024-09-08,Credit Card,150000
APT10592,CUST10592,PGW011,Creambath,2024-08-18,Cash,75000
APT10593,CUST10593,PGW002,Creambath,2025-05-24,Credit Card,75000
APT10594,CUST10594,PGW029,Smoothing,2024-08-07,E-Wallet,250000
APT10595,CUST10595,PGW020,Facial,2024-06-16,E-Wallet,100000
APT10596,CUST10596,PGW012,Hair Spa,2024-06-09,Credit Card,120000
APT10597,CUST10597,PGW001,Pedicure,2025-03-29,Debit,70000
APT10598,CUST10598,PGW017,Smoothing,2025-02-02,E-Wallet,250000
APT10599,CUST10599,PGW026,Potong Rambut,2025-02-05,Debit,50000
APT10600,CUST10600,PGW013,Facial,2025-02-15,Debit,100000
APT10601,CUST10601,PGW014,Pedicure,2025-05-25,E-Wallet,70000
APT10602,CUST10602,PGW013,Facial,2024-07-10,Debit,100000
APT10603,CUST10603,PGW005,Hair Coloring,2025-03-12,Cash,200000
APT10604,CUST10604,PGW001,Hair Coloring,2024-05-30,Debit,200000
APT10605,CUST10605,PGW008,Cuci Blow,2025-01-26,Debit,40000
APT10606,CUST10606,PGW006,Facial,2024-07-15,E-Wallet,100000
APT10607,CUST10607,PGW025,Smoothing,2024-08-07,Debit,250000
APT10608,CUST10608,PGW005,Pedicure,2024-12-17,Cash,70000
APT10609,CUST10609,PGW019,Smoothing,2025-01-23,Debit,250000
APT10610,CUST10610,PGW030,Manicure,2025-02-09,E-Wallet,60000
APT10611,CUST10611,PGW028,Eyelash Extension,2025-05-14,Credit Card,150000
APT10612,CUST10612,PGW023,Hair Coloring,2024-07-18,Credit Card,200000
APT10613,CUST10613,PGW006,Pedicure,2024-11-20,Debit,70000
APT10614,CUST10614,PGW027,Facial,2024-08-09,Credit Card,100000
APT10615,CUST10615,PGW011,Creambath,2024-10-07,Cash,75000
APT10616,CUST10616,PGW029,Hair Spa,2025-04-08,Debit,120000
APT10617,CUST10617,PGW015,Manicure,2024-12-27,E-Wallet,60000
APT10618,CUST10618,PGW009,Eyelash Extension,2024-11-20,E-Wallet,150000
APT10619,CUST10619,PGW027,Facial,2024-06-23,E-Wallet,100000
APT10620,CUST10620,PGW027,Manicure,2024-09-09,Debit,60000
APT10621,CUST10621,PGW012,Creambath,2024-11-21,Debit,75000
APT10622,CUST10622,PGW013,Cuci Blow,2025-01-13,E-Wallet,40000
APT10623,CUST10623,PGW027,Hair Coloring,2024-06-12,E-Wallet,200000
APT10624,CUST10624,PGW017,Cuci Blow,2025-01-28,Credit Card,40000
APT10625,CUST10625,PGW028,Facial,2025-01-02,Debit,100000
APT10626,CUST10626,PGW015,Eyelash Extension,2025-04-01,Credit Card,150000
APT10627,CUST10627,PGW004,Creambath,2024-09-09,Cash,75000
APT10628,CUST10628,PGW013,Hair Coloring,2024-06-09,Cash,200000
APT10629,CUST10629,PGW024,Cuci Blow,2024-06-09,E-Wallet,40000
APT10630,CUST10630,PGW026,Eyelash Extension,2024-06-05,Cash,150000
APT10631,CUST10631,PGW023,Hair Coloring,2025-05-16,Debit,200000
APT10632,CUST10632,PGW002,Pedicure,2025-05-12,E-Wallet,70000
APT10633,CUST10633,PGW017,Manicure,2024-11-12,Debit,60000
APT10634,CUST10634,PGW005,Eyelash Extension,2025-04-26,Cash,150000
APT10635,CUST10635,PGW011,Cuci Blow,2024-11-27,Cash,40000
APT10636,CUST10636,PGW005,Facial,2025-03-18,Cash,100000
APT10637,CUST10637,PGW010,Cuci Blow,2024-09-17,Credit Card,40000
APT10638,CUST10638,PGW024,Eyelash Extension,2025-05-18,Debit,150000
APT10639,CUST10639,PGW016,Creambath,2025-05-05,Credit Card,75000
APT10640,CUST10640,PGW008,Cuci Blow,2024-08-21,E-Wallet,40000
APT10641,CUST10641,PGW009,Potong Rambut,2024-08-21,E-Wallet,50000
APT10642,CUST10642,PGW021,Hair Coloring,2025-03-26,E-Wallet,200000
APT10643,CUST10643,PGW008,Manicure,2024-07-21,Credit Card,60000
APT10644,CUST10644,PGW005,Hair Coloring,2024-08-29,Credit Card,200000
APT10645,CUST10645,PGW014,Smoothing,2025-05-28,Credit Card,250000
APT10646,CUST10646,PGW005,Facial,2025-01-12,Cash,100000
APT10647,CUST10647,PGW025,Potong Rambut,2025-04-05,Debit,50000
APT10648,CUST10648,PGW026,Potong Rambut,2025-05-08,Debit,50000
APT10649,CUST10649,PGW018,Cuci Blow,2025-03-14,E-Wallet,40000
APT10650,CUST10650,PGW017,Manicure,2024-11-07,E-Wallet,60000
APT10651,CUST10651,PGW003,Creambath,2024-09-13,Credit Card,75000
APT10652,CUST10652,PGW003,Eyelash Extension,2025-02-08,Credit Card,150000
APT10653,CUST10653,PGW008,Manicure,2025-02-25,Debit,60000
APT10654,CUST10654,PGW001,Facial,2025-04-14,E-Wallet,100000
APT10655,CUST10655,PGW008,Creambath,2024-07-11,Credit Card,75000
APT10656,CUST10656,PGW020,Creambath,2024-07-30,Credit Card,75000
APT10657,CUST10657,PGW016,Eyelash Extension,2025-02-08,Debit,150000
APT10658,CUST10658,PGW017,Facial,2024-07-26,E-Wallet,100000
APT10659,CUST10659,PGW023,Pedicure,2024-09-07,Debit,70000
APT10660,CUST10660,PGW017,Facial,2024-10-18,Credit Card,100000
APT10661,CUST10661,PGW009,Hair Spa,2024-10-09,Cash,120000
APT10662,CUST10662,PGW018,Manicure,2024-12-04,Cash,60000
APT10663,CUST10663,PGW024,Creambath,2024-08-22,Credit Card,75000
APT10664,CUST10664,PGW030,Hair Spa,2025-04-23,Credit Card,120000
APT10665,CUST10665,PGW029,Potong Rambut,2025-03-30,Debit,50000
APT10666,CUST10666,PGW027,Smoothing,2024-10-26,Debit,250000
APT10667,CUST10667,PGW028,Creambath,2025-03-10,Cash,75000
APT10668,CUST10668,PGW006,Hair Coloring,2025-03-07,Debit,200000
APT10669,CUST10669,PGW015,Creambath,2025-02-28,Debit,75000
APT10670,CUST10670,PGW007,Potong Rambut,2024-12-23,Debit,50000
APT10671,CUST10671,PGW023,Smoothing,2025-04-29,Cash,250000
APT10672,CUST10672,PGW003,Potong Rambut,2024-06-30,Credit Card,50000
APT10673,CUST10673,PGW020,Smoothing,2024-10-26,E-Wallet,250000
APT10674,CUST10674,PGW020,Manicure,2024-08-19,E-Wallet,60000
APT10675,CUST10675,PGW016,Manicure,2025-03-02,E-Wallet,60000
APT10676,CUST10676,PGW021,Smoothing,2025-05-02,E-Wallet,250000
APT10677,CUST10677,PGW029,Hair Coloring,2024-12-17,Credit Card,200000
APT10678,CUST10678,PGW025,Eyelash Extension,2025-04-01,E-Wallet,150000
APT10679,CUST10679,PGW010,Hair Coloring,2024-08-04,E-Wallet,200000
APT10680,CUST10680,PGW022,Hair Coloring,2025-03-09,E-Wallet,200000
APT10681,CUST10681,PGW023,Eyelash Extension,2024-11-05,Credit Card,150000
APT10682,CUST10682,PGW025,Pedicure,2025-03-14,Cash,70000
APT10683,CUST10683,PGW018,Hair Spa,2024-11-05,Credit Card,120000
APT10684,CUST10684,PGW001,Hair Coloring,2024-11-03,Credit Card,200000
APT10685,CUST10685,PGW021,Hair Spa,2024-11-06,Cash,120000
APT10686,CUST10686,PGW011,Creambath,2024-05-30,E-Wallet,75000
APT10687,CUST10687,PGW026,Hair Coloring,2025-04-07,E-Wallet,200000
APT10688,CUST10688,PGW025,Eyelash Extension,2024-11-01,Debit,150000
APT10689,CUST10689,PGW029,Potong Rambut,2025-02-28,Cash,50000
APT10690,CUST10690,PGW004,Hair Coloring,2024-06-15,Cash,200000
APT10691,CUST10691,PGW003,Cuci Blow,2024-07-12,Cash,40000
APT10692,CUST10692,PGW030,Pedicure,2024-08-03,Debit,70000
APT10693,CUST10693,PGW028,Manicure,2024-09-30,Credit Card,60000
APT10694,CUST10694,PGW022,Smoothing,2024-11-16,Cash,250000
APT10695,CUST10695,PGW026,Creambath,2024-10-05,Debit,75000
APT10696,CUST10696,PGW018,Pedicure,2024-06-22,E-Wallet,70000
APT10697,CUST10697,PGW021,Facial,2024-10-30,Cash,100000
APT10698,CUST10698,PGW008,Cuci Blow,2025-02-07,Debit,40000
APT10699,CUST10699,PGW014,Manicure,2024-08-27,E-Wallet,60000
APT10700,CUST10700,PGW012,Pedicure,2025-05-12,E-Wallet,70000
APT10701,CUST10701,PGW023,Potong Rambut,2024-12-25,E-Wallet,50000
APT10702,CUST10702,PGW013,Cuci Blow,2024-11-12,Cash,40000
APT10703,CUST10703,PGW003,Potong Rambut,2025-01-06,Cash,50000
APT10704,CUST10704,PGW023,Hair Spa,2024-09-13,Credit Card,120000
APT10705,CUST10705,PGW006,Cuci Blow,2025-02-01,E-Wallet,40000
APT10706,CUST10706,PGW007,Creambath,2025-05-09,Debit,75000
APT10707,CUST10707,PGW001,Smoothing,2024-12-05,E-Wallet,250000
APT10708,CUST10708,PGW009,Creambath,2024-08-24,Credit Card,75000
APT10709,CUST10709,PGW006,Cuci Blow,2024-08-12,Cash,40000
APT10710,CUST10710,PGW003,Smoothing,2025-04-18,E-Wallet,250000
APT10711,CUST10711,PGW026,Cuci Blow,2025-01-18,E-Wallet,40000
APT10712,CUST10712,PGW007,Hair Spa,2025-02-14,Cash,120000
APT10713,CUST10713,PGW022,Creambath,2025-02-27,E-Wallet,75000
APT10714,CUST10714,PGW012,Facial,2025-05-16,Credit Card,100000
APT10715,CUST10715,PGW006,Cuci Blow,2024-06-05,Cash,40000
APT10716,CUST10716,PGW023,Hair Spa,2024-12-08,Debit,120000
APT10717,CUST10717,PGW026,Cuci Blow,2024-12-11,E-Wallet,40000
APT10718,CUST10718,PGW001,Smoothing,2025-05-07,E-Wallet,250000
APT10719,CUST10719,PGW010,Potong Rambut,2025-03-17,Credit Card,50000
APT10720,CUST10720,PGW015,Smoothing,2024-09-28,Credit Card,250000
APT10721,CUST10721,PGW001,Eyelash Extension,2024-07-01,Credit Card,150000
APT10722,CUST10722,PGW015,Cuci Blow,2024-06-09,Debit,40000
APT10723,CUST10723,PGW021,Hair Coloring,2025-04-13,E-Wallet,200000
APT10724,CUST10724,PGW023,Eyelash Extension,2025-05-09,Credit Card,150000
APT10725,CUST10725,PGW002,Cuci Blow,2024-12-02,Debit,40000
APT10726,CUST10726,PGW012,Hair Coloring,2025-03-24,Cash,200000
APT10727,CUST10727,PGW005,Cuci Blow,2024-11-24,Debit,40000
APT10728,CUST10728,PGW022,Creambath,2025-01-18,Cash,75000
APT10729,CUST10729,PGW007,Pedicure,2025-02-23,Cash,70000
APT10730,CUST10730,PGW017,Hair Spa,2025-03-25,Credit Card,120000
APT10731,CUST10731,PGW009,Hair Coloring,2024-08-05,Debit,200000
